Age,Annual_Income,Spending_Score,Savings,Loan_Amount,Gender,City,Education,Marital_Status,Profession
56,110203,4,7909,117695,Female,Mumbai,Master,Single,Teacher
34,37234,15,94605,29552,Female,Chennai,High School,Divorced,Doctor
62,116190,35,185505,24744,Female,Delhi,Master,Divorced,Business
28,135795,74,47084,289190,Male,Mumbai,Bachelor,Divorced,Engineer
23,69451,55,188888,112908,Female,Ahmedabad,Bachelor,Divorced,Other
40,142790,66,142820,69932,Male,Bangalore,Bachelor,Married,Engineer
44,145223,60,71602,113229,Male,Bangalore,Bachelor,Married,Doctor
63,149670,24,194537,290228,Male,Delhi,Bachelor,Divorced,Engineer
23,95205,92,115200,102219,Male,Delhi,Master,Divorced,Doctor
55,41784,22,50408,141272,Male,Chennai,High School,Single,Doctor
19,49672,44,12998,7039,Male,Mumbai,High School,Married,Engineer
39,21082,32,145836,214687,Male,Delhi,PhD,Divorced,Other
37,31148,95,100751,94374,Female,Chennai,Bachelor,Single,Other
42,47494,83,177451,104611,Female,Chennai,Master,Single,Engineer
32,126471,51,191660,142706,Male,Chennai,PhD,Divorced,Business
66,95093,85,120287,69899,Female,Ahmedabad,High School,Single,Teacher
46,71952,3,102647,6724,Male,Delhi,Bachelor,Single,Other
25,130032,70,194470,239066,Female,Bangalore,Master,Single,Doctor
54,56719,32,179282,251701,Female,Chennai,High School,Married,Other
66,132981,2,45560,190519,Female,Bangalore,Master,Single,Business
69,68737,88,111716,162684,Female,Ahmedabad,Bachelor,Single,Engineer
50,79453,59,124362,47773,Female,Mumbai,Master,Divorced,Business
39,127271,91,70201,277730,Female,Ahmedabad,High School,Divorced,Teacher
67,59536,73,126955,99479,Female,Ahmedabad,High School,Married,Other
64,70604,77,109894,80012,Female,Delhi,PhD,Divorced,Doctor
22,70833,14,17734,284614,Male,Chennai,Master,Married,Doctor
56,34039,51,124107,77035,Male,Ahmedabad,PhD,Single,Business
35,87839,11,134135,81840,Male,Chennai,High School,Single,Engineer
55,67931,78,23313,158966,Female,Bangalore,PhD,Single,Teacher
54,59925,80,124304,135194,Male,Mumbai,PhD,Divorced,Engineer
47,71003,10,159159,113618,Male,Mumbai,Master,Married,Other
68,103817,84,177851,231772,Female,Bangalore,Master,Divorced,Business
48,68897,80,172253,100596,Male,Delhi,PhD,Divorced,Business
27,107745,58,150277,150057,Male,Bangalore,Bachelor,Married,Doctor
32,146298,34,13464,219525,Female,Bangalore,Bachelor,Married,Other
59,113709,80,110086,29082,Female,Delhi,Master,Married,Doctor
65,62287,78,28132,147394,Male,Delhi,High School,Single,Engineer
61,110726,53,51737,163834,Female,Ahmedabad,Bachelor,Divorced,Business
35,53012,28,101584,281682,Female,Chennai,High School,Divorced,Business
40,127252,18,196621,209318,Male,Mumbai,Master,Single,Teacher
50,61783,26,36306,266313,Female,Delhi,High School,Married,Engineer
33,129323,7,26592,95583,Male,Delhi,PhD,Divorced,Other
55,105727,45,116131,32502,Female,Ahmedabad,High School,Single,Teacher
52,88315,98,45758,286393,Female,Ahmedabad,Master,Divorced,Business
51,103766,45,99392,8197,Male,Chennai,Bachelor,Divorced,Other
45,66491,71,119078,40229,Female,Delhi,PhD,Divorced,Doctor
19,108941,97,7577,291310,Female,Delhi,Bachelor,Married,Engineer
47,78584,35,86230,111298,Male,Ahmedabad,High School,Married,Doctor
30,32803,52,140335,268919,Female,Bangalore,Master,Divorced,Business
58,69625,21,83741,299800,Female,Chennai,Master,Married,Teacher
33,138819,28,9072,5606,Female,Delhi,Bachelor,Single,Doctor
22,113361,96,61814,274519,Female,Mumbai,PhD,Single,Business
45,33698,44,117386,135708,Male,Mumbai,Master,Divorced,Doctor
56,54560,80,177378,5819,Female,Ahmedabad,Master,Single,Engineer
62,35376,56,109538,81992,Female,Mumbai,High School,Married,Doctor
37,103654,10,137763,167445,Female,Ahmedabad,PhD,Married,Engineer
41,33117,23,134025,12560,Female,Bangalore,PhD,Single,Engineer
44,125519,48,71499,296312,Female,Ahmedabad,High School,Divorced,Other
47,76381,52,94405,160336,Male,Delhi,Bachelor,Single,Teacher
62,57956,15,77981,261928,Female,Mumbai,Bachelor,Married,Doctor
44,68786,55,169831,212317,Male,Delhi,High School,Divorced,Business
43,146822,43,152257,83598,Male,Mumbai,Master,Married,Other
24,133005,50,35699,80924,Male,Mumbai,Master,Divorced,Teacher
59,123585,6,116799,183431,Male,Ahmedabad,High School,Divorced,Other
64,107778,33,100176,164108,Female,Chennai,High School,Divorced,Doctor
55,86480,62,74490,10318,Male,Mumbai,High School,Married,Doctor
22,51695,55,54739,297688,Female,Mumbai,High School,Divorced,Doctor
40,21511,39,56631,266305,Female,Chennai,Master,Divorced,Teacher
45,73233,12,150017,287967,Male,Delhi,PhD,Single,Other
51,131022,31,170366,185900,Male,Mumbai,Master,Single,Business
32,42502,74,13920,284122,Female,Ahmedabad,Bachelor,Married,Other
49,70010,53,185681,164532,Male,Chennai,High School,Divorced,Teacher
43,138248,34,72096,224160,Female,Chennai,Bachelor,Single,Engineer
65,110341,41,63358,127418,Male,Mumbai,Master,Married,Engineer
48,112529,10,156337,139006,Female,Delhi,Bachelor,Divorced,Engineer
36,93905,52,141510,10033,Female,Delhi,Master,Married,Business
26,130424,75,116434,142158,Male,Bangalore,Master,Divorced,Teacher
46,66489,57,71779,180017,Male,Bangalore,Bachelor,Single,Teacher
68,120919,78,160701,23894,Male,Ahmedabad,Bachelor,Divorced,Engineer
56,103533,3,194514,197185,Male,Mumbai,PhD,Single,Teacher
21,101165,57,136157,9687,Female,Delhi,High School,Divorced,Teacher
20,51949,33,83926,139115,Male,Bangalore,PhD,Divorced,Doctor
46,88376,7,156585,284933,Female,Mumbai,PhD,Single,Business
69,99587,4,61084,61784,Female,Mumbai,Master,Single,Teacher
28,113059,39,87230,273259,Female,Delhi,High School,Single,Engineer
50,87310,48,64605,33821,Female,Mumbai,High School,Married,Other
55,98798,74,62666,27879,Male,Chennai,Master,Single,Other
28,89407,79,109987,189714,Male,Bangalore,Bachelor,Divorced,Business
44,93809,16,81420,196852,Female,Ahmedabad,High School,Married,Teacher
50,37229,38,69412,54157,Female,Bangalore,High School,Married,Doctor
38,47385,4,52178,253341,Male,Mumbai,PhD,Married,Teacher
56,62176,4,72092,168789,Male,Chennai,Master,Married,Engineer
48,114825,27,39009,65262,Female,Bangalore,PhD,Single,Teacher
55,23260,86,115210,45971,Female,Delhi,Bachelor,Divorced,Other
63,117555,86,64976,207112,Female,Chennai,PhD,Divorced,Other
19,23145,17,127202,126535,Male,Bangalore,Bachelor,Married,Business
44,117289,98,164297,210257,Male,Mumbai,High School,Married,Engineer
53,27802,96,170509,97384,Male,Delhi,Master,Single,Business
28,22263,70,71935,199895,Female,Mumbai,PhD,Divorced,Teacher
64,46913,54,108237,117453,Male,Mumbai,PhD,Single,Doctor
35,77788,97,145720,293664,Female,Delhi,High School,Married,Business
18,28155,8,175008,281977,Male,Chennai,Bachelor,Married,Other
52,20922,53,172335,187419,Female,Bangalore,High School,Married,Engineer
52,92231,5,49373,66475,Male,Chennai,Master,Divorced,Teacher
48,40672,69,184886,275287,Female,Delhi,PhD,Divorced,Engineer
45,58526,47,197209,92005,Female,Bangalore,High School,Married,Engineer
56,65344,74,127680,68795,Female,Delhi,Bachelor,Divorced,Engineer
18,142819,40,47972,87159,Male,Ahmedabad,PhD,Married,Other
42,39014,7,160219,128796,Male,Ahmedabad,Master,Divorced,Doctor
60,93352,12,20295,153311,Female,Chennai,PhD,Divorced,Business
55,111279,94,7897,163312,Female,Delhi,Master,Married,Other
37,60324,25,170325,106542,Female,Bangalore,Master,Divorced,Doctor
20,134529,28,6838,5553,Female,Chennai,Master,Married,Teacher
68,114075,43,199752,113381,Female,Ahmedabad,PhD,Single,Business
19,115638,77,80942,280756,Female,Ahmedabad,Master,Divorced,Doctor
35,58698,47,27414,69459,Female,Ahmedabad,PhD,Single,Teacher
61,97169,49,170820,292948,Female,Chennai,High School,Married,Business
27,43384,86,62157,46154,Female,Bangalore,Master,Married,Teacher
22,23512,54,30483,176178,Male,Ahmedabad,Bachelor,Divorced,Other
26,26066,18,143585,234113,Female,Chennai,PhD,Divorced,Teacher
19,51500,27,187621,191218,Female,Chennai,Master,Divorced,Engineer
51,143775,72,176874,145689,Female,Mumbai,Bachelor,Married,Other
55,98743,6,158523,151470,Female,Mumbai,PhD,Divorced,Teacher
48,105642,75,41909,262771,Male,Bangalore,Bachelor,Single,Other
27,149587,93,49091,269837,Female,Ahmedabad,Bachelor,Divorced,Business
67,99858,69,53389,35971,Female,Mumbai,Bachelor,Married,Engineer
29,74800,71,173035,203579,Female,Bangalore,Bachelor,Single,Engineer
53,83140,22,186806,190626,Female,Mumbai,High School,Single,Teacher
38,120364,59,79167,90567,Female,Ahmedabad,Bachelor,Divorced,Business
66,132317,47,66509,185910,Male,Chennai,Bachelor,Married,Other
64,104954,68,129104,103104,Female,Ahmedabad,Bachelor,Married,Teacher
23,22387,32,33291,27291,Female,Mumbai,High School,Divorced,Doctor
65,76160,83,153889,295641,Female,Ahmedabad,PhD,Married,Teacher
66,79241,97,77968,299113,Male,Chennai,Master,Divorced,Doctor
20,93567,1,85487,244334,Male,Delhi,Bachelor,Married,Engineer
27,21799,54,111003,178156,Male,Chennai,High School,Single,Teacher
22,139095,46,134631,35245,Male,Mumbai,High School,Divorced,Teacher
63,55548,41,15744,58312,Female,Chennai,High School,Married,Engineer
43,53895,41,163227,171386,Female,Bangalore,Master,Married,Other
38,110450,8,22021,13267,Male,Ahmedabad,High School,Divorced,Teacher
62,125669,32,83532,44812,Male,Delhi,Bachelor,Single,Business
43,100171,30,57898,211874,Female,Delhi,Bachelor,Married,Engineer
55,60379,46,79723,199150,Male,Ahmedabad,Bachelor,Divorced,Other
61,65414,92,183108,30875,Female,Ahmedabad,Master,Single,Engineer
43,93071,52,54176,100803,Male,Bangalore,High School,Married,Engineer
25,132808,96,102438,261679,Male,Chennai,Bachelor,Married,Other
22,127668,89,59399,270678,Male,Delhi,Bachelor,Married,Other
32,88344,98,150078,175952,Male,Mumbai,PhD,Divorced,Other
33,98591,61,53434,66807,Male,Ahmedabad,PhD,Divorced,Business
18,113141,97,118298,178962,Male,Ahmedabad,PhD,Divorced,Doctor
33,112201,13,114214,177401,Female,Delhi,Bachelor,Single,Engineer
54,118303,89,65591,8739,Female,Ahmedabad,Master,Married,Teacher
20,24297,40,135141,87533,Female,Delhi,Bachelor,Married,Doctor
69,129513,61,7486,22487,Female,Mumbai,High School,Single,Teacher
64,148668,44,197461,295497,Male,Mumbai,PhD,Single,Teacher
48,106479,62,167500,13984,Female,Delhi,High School,Divorced,Teacher
30,118752,44,29800,290274,Male,Ahmedabad,PhD,Married,Business
33,25008,48,92154,78794,Male,Bangalore,Master,Single,Business
60,106813,74,169292,173351,Male,Bangalore,Master,Single,Doctor
38,135481,59,125322,45080,Female,Chennai,Master,Single,Other
19,36820,57,188326,279983,Male,Bangalore,High School,Divorced,Business
44,91548,95,12869,229979,Male,Ahmedabad,Master,Divorced,Engineer
55,42253,11,136248,190629,Male,Bangalore,Master,Married,Doctor
43,49202,25,37454,87036,Male,Chennai,PhD,Divorced,Engineer
55,49236,61,126593,296922,Female,Mumbai,High School,Married,Teacher
63,87156,46,71773,110528,Male,Delhi,Bachelor,Divorced,Engineer
42,131888,54,158525,188255,Female,Bangalore,Master,Divorced,Business
28,146381,34,57813,90376,Male,Delhi,Bachelor,Divorced,Engineer
25,80263,84,67326,133219,Female,Delhi,Bachelor,Single,Teacher
25,138996,7,48595,34980,Female,Mumbai,Bachelor,Divorced,Teacher
50,119252,97,42184,171891,Female,Chennai,Bachelor,Married,Business
24,138632,62,184258,19065,Female,Ahmedabad,Master,Divorced,Doctor
55,94855,57,81290,277703,Female,Ahmedabad,Master,Single,Other
38,36575,99,148681,129514,Female,Ahmedabad,Master,Single,Doctor
25,32204,93,121036,78969,Female,Chennai,High School,Married,Other
68,31952,76,75539,144728,Male,Chennai,High School,Married,Business
38,146610,5,28068,48210,Male,Chennai,Bachelor,Single,Business
37,103323,76,47996,198060,Female,Bangalore,PhD,Divorced,Business
25,71142,93,193518,36477,Female,Delhi,High School,Married,Teacher
63,53872,35,90440,111111,Female,Chennai,Bachelor,Married,Doctor
48,49376,84,168906,34529,Male,Chennai,Bachelor,Divorced,Other
67,86084,37,152818,285406,Male,Bangalore,Master,Divorced,Doctor
46,31640,60,97940,173721,Male,Delhi,Master,Divorced,Other
65,46437,65,22407,56686,Female,Ahmedabad,High School,Single,Engineer
26,147129,16,99550,178937,Female,Mumbai,Master,Single,Doctor
32,107681,30,88657,223597,Female,Chennai,High School,Divorced,Engineer
47,143450,73,27403,225725,Male,Chennai,Master,Married,Business
43,27903,42,12637,200399,Female,Mumbai,PhD,Married,Teacher
27,103704,61,140684,196124,Female,Chennai,Master,Single,Teacher
46,46863,74,162482,41409,Female,Chennai,High School,Single,Doctor
33,63381,77,137232,164152,Male,Chennai,Bachelor,Married,Engineer
53,48548,48,61108,164267,Female,Mumbai,High School,Single,Engineer
37,69956,62,139800,202264,Female,Bangalore,Master,Single,Other
62,94526,84,64594,151681,Male,Bangalore,Bachelor,Married,Doctor
54,31467,93,19464,24535,Male,Mumbai,Master,Divorced,Doctor
39,77954,64,164015,128828,Male,Bangalore,Master,Married,Engineer
24,43901,57,31838,198616,Male,Ahmedabad,Master,Single,Engineer
40,75983,68,6919,53637,Female,Ahmedabad,Bachelor,Divorced,Teacher
58,43301,46,169164,177736,Female,Mumbai,Master,Divorced,Doctor
57,144686,28,8797,222484,Female,Delhi,PhD,Married,Teacher
46,122542,77,183959,79405,Male,Chennai,High School,Divorced,Business
33,105180,3,89003,48872,Male,Delhi,PhD,Divorced,Business
55,89903,37,90272,279329,Male,Chennai,PhD,Married,Engineer
45,123955,48,135130,268540,Male,Bangalore,High School,Divorced,Other
65,36204,19,75577,270604,Female,Bangalore,High School,Divorced,Engineer
55,39755,92,104638,187386,Female,Ahmedabad,Bachelor,Married,Doctor
48,79817,83,126660,12676,Male,Delhi,PhD,Married,Engineer
31,22093,17,198761,42312,Female,Mumbai,PhD,Single,Teacher
50,145022,82,113911,139220,Female,Chennai,High School,Single,Engineer
26,89537,82,78557,148344,Male,Bangalore,Master,Married,Teacher
44,116319,87,28258,202435,Female,Chennai,PhD,Single,Business
41,42940,40,116090,7655,Female,Mumbai,Bachelor,Married,Teacher
30,93346,50,151431,66045,Female,Chennai,Master,Single,Doctor
43,64040,73,92714,79227,Male,Ahmedabad,PhD,Single,Engineer
46,57322,29,13914,215161,Male,Mumbai,Master,Divorced,Doctor
68,148714,51,139608,59322,Male,Mumbai,PhD,Single,Teacher
66,111544,42,187143,56141,Male,Chennai,Master,Divorced,Teacher
60,104437,29,122448,15716,Female,Chennai,PhD,Single,Teacher
45,112969,66,34748,65644,Male,Bangalore,High School,Divorced,Teacher
45,127001,17,40448,130650,Female,Chennai,High School,Single,Teacher
25,107725,31,47132,223496,Female,Mumbai,Bachelor,Single,Engineer
40,135784,92,77022,205788,Male,Chennai,PhD,Divorced,Other
46,130675,52,134456,137454,Male,Bangalore,Bachelor,Divorced,Doctor
22,114266,39,176384,215970,Male,Delhi,High School,Married,Business
59,29236,60,108294,140239,Male,Ahmedabad,PhD,Married,Business
24,132073,94,77323,253926,Female,Mumbai,High School,Divorced,Doctor
59,92597,99,166206,122323,Female,Bangalore,Master,Single,Engineer
53,104124,51,102242,231895,Female,Ahmedabad,High School,Married,Doctor
58,23902,84,123347,86117,Male,Chennai,Master,Married,Teacher
44,119656,16,61120,96730,Male,Chennai,High School,Married,Other
63,54364,98,61592,164895,Male,Delhi,Master,Married,Doctor
19,127071,14,10885,65972,Male,Chennai,High School,Married,Engineer
42,141668,90,150772,79963,Female,Ahmedabad,High School,Divorced,Teacher
26,118983,84,147090,59534,Male,Bangalore,PhD,Married,Doctor
44,114410,42,130006,291265,Female,Delhi,PhD,Divorced,Doctor
18,40096,51,96964,76736,Female,Ahmedabad,PhD,Divorced,Teacher
40,32020,24,189133,216369,Female,Bangalore,Bachelor,Single,Engineer
27,78473,82,163394,158198,Male,Ahmedabad,Bachelor,Married,Other
59,130400,43,51073,66581,Male,Chennai,Master,Married,Other
69,64153,73,73650,224703,Female,Ahmedabad,Bachelor,Single,Teacher
42,61277,19,25996,293267,Male,Delhi,Bachelor,Married,Business
20,107221,84,93290,56036,Male,Ahmedabad,High School,Married,Engineer
23,58502,61,178376,151662,Male,Mumbai,Master,Divorced,Business
23,35675,94,84086,190396,Female,Chennai,Bachelor,Divorced,Business
19,44365,63,161321,203792,Female,Ahmedabad,PhD,Single,Business
35,107812,26,127379,27701,Female,Bangalore,PhD,Divorced,Engineer
40,138384,95,153195,208611,Female,Chennai,Bachelor,Married,Business
19,98229,35,34095,110734,Female,Bangalore,High School,Married,Teacher
29,109049,67,93971,30387,Male,Delhi,PhD,Single,Doctor
39,72148,56,88158,62613,Male,Mumbai,PhD,Married,Teacher
54,109157,40,76821,175207,Female,Ahmedabad,High School,Single,Doctor
37,109247,29,192257,34554,Female,Chennai,PhD,Married,Other
56,125711,6,91463,229389,Female,Ahmedabad,High School,Single,Business
41,130090,52,185956,47146,Female,Ahmedabad,Master,Married,Other
65,113321,1,6291,105037,Male,Chennai,High School,Married,Other
37,88078,52,173265,188191,Female,Mumbai,Master,Married,Engineer
18,102598,24,114844,283600,Male,Mumbai,High School,Married,Business
18,90902,34,4122,206650,Female,Delhi,Bachelor,Married,Other
34,46465,7,5876,209669,Male,Chennai,PhD,Single,Doctor
18,52286,75,58147,223595,Male,Chennai,Master,Single,Doctor
69,74795,11,133895,268021,Male,Bangalore,PhD,Divorced,Engineer
62,60178,36,53652,67718,Female,Bangalore,High School,Single,Other
47,128139,20,103377,222285,Female,Bangalore,High School,Married,Other
58,99183,63,127225,14642,Female,Mumbai,PhD,Single,Other
64,123845,80,190276,201215,Female,Delhi,Bachelor,Married,Engineer
20,69986,63,182454,234457,Male,Delhi,Bachelor,Married,Business
63,63201,69,142459,250299,Female,Ahmedabad,PhD,Divorced,Other
28,63315,88,103699,112815,Female,Delhi,Bachelor,Single,Other
41,95396,30,183247,136651,Female,Bangalore,High School,Single,Teacher
39,75178,30,19980,279731,Female,Chennai,PhD,Married,Doctor
61,30745,97,156296,71181,Female,Ahmedabad,PhD,Single,Business
62,143160,84,8121,184542,Male,Mumbai,PhD,Single,Business
43,142658,22,129946,207871,Male,Delhi,PhD,Single,Business
30,92354,61,143953,152000,Male,Chennai,Bachelor,Married,Other
18,99637,21,84176,48591,Female,Bangalore,Bachelor,Single,Teacher
41,25028,37,51809,299045,Female,Mumbai,Master,Married,Business
27,118261,27,125032,98411,Male,Mumbai,Master,Married,Engineer
52,68566,35,78621,144571,Female,Delhi,Master,Single,Engineer
41,63722,38,117440,153490,Male,Chennai,High School,Divorced,Doctor
45,106623,60,24097,261772,Male,Bangalore,Master,Married,Teacher
53,131074,70,3978,282390,Male,Bangalore,PhD,Single,Business
33,94974,32,136404,108425,Male,Bangalore,High School,Divorced,Teacher
57,103692,80,86573,136421,Male,Bangalore,Bachelor,Married,Engineer
33,104084,92,16089,203013,Female,Delhi,High School,Divorced,Business
34,59879,80,128550,149580,Female,Delhi,High School,Single,Other
68,44767,27,57804,102565,Female,Chennai,PhD,Divorced,Engineer
32,137523,3,196824,115123,Female,Ahmedabad,Bachelor,Divorced,Doctor
33,137353,49,155556,33957,Male,Delhi,Master,Married,Business
32,124417,85,192480,143968,Male,Bangalore,Master,Married,Doctor
51,88099,30,55018,110634,Male,Chennai,Master,Single,Teacher
28,68657,22,150220,140360,Male,Bangalore,Bachelor,Married,Doctor
18,28498,19,128198,26150,Female,Delhi,High School,Divorced,Doctor
32,93667,31,4830,115540,Male,Chennai,PhD,Divorced,Other
43,45107,20,122388,110139,Male,Bangalore,Bachelor,Single,Doctor
68,48793,19,69494,236961,Male,Ahmedabad,PhD,Married,Other
21,22696,2,126200,288235,Female,Mumbai,Bachelor,Married,Doctor
60,73839,40,26998,136972,Male,Mumbai,Bachelor,Single,Other
22,109241,39,68076,286869,Male,Bangalore,Bachelor,Married,Engineer
52,43397,91,162749,33722,Male,Mumbai,High School,Divorced,Other
30,27704,72,30101,218119,Female,Ahmedabad,PhD,Single,Engineer
27,140259,54,121155,23059,Female,Ahmedabad,Master,Married,Engineer
28,142024,27,8053,23161,Male,Bangalore,PhD,Divorced,Business
35,36442,79,137742,206773,Female,Ahmedabad,Master,Single,Engineer
51,83788,12,109994,15687,Female,Mumbai,PhD,Divorced,Business
56,149576,78,113566,13694,Male,Bangalore,Bachelor,Divorced,Other
58,29765,71,114651,175590,Female,Mumbai,High School,Married,Teacher
59,135828,17,142353,132260,Female,Ahmedabad,Bachelor,Divorced,Business
67,30002,90,54341,166713,Male,Ahmedabad,High School,Married,Teacher
40,148781,84,69069,176800,Male,Chennai,Bachelor,Divorced,Other
24,31390,10,142828,219986,Female,Delhi,Master,Married,Business
56,64436,19,197147,206764,Male,Delhi,Master,Married,Other
20,147374,82,186493,231941,Female,Bangalore,Bachelor,Single,Teacher
29,104482,30,192180,191505,Male,Mumbai,PhD,Married,Other
24,137540,30,66323,212459,Female,Delhi,Master,Divorced,Teacher
66,134548,25,91610,61561,Male,Bangalore,Bachelor,Single,Engineer
43,26641,88,85338,272508,Female,Ahmedabad,High School,Single,Teacher
50,53709,74,149120,220138,Female,Delhi,High School,Divorced,Teacher
54,131119,66,184678,29053,Female,Mumbai,High School,Divorced,Engineer
65,59309,96,10876,224171,Female,Chennai,High School,Single,Business
32,35624,35,190147,212517,Female,Chennai,PhD,Single,Doctor
19,29966,51,103591,110128,Female,Delhi,PhD,Married,Business
58,109350,71,16171,43966,Female,Chennai,PhD,Single,Doctor
24,54189,71,43204,293214,Female,Bangalore,Bachelor,Divorced,Engineer
49,91301,27,137238,202715,Male,Mumbai,Master,Single,Business
21,115758,10,86794,114573,Female,Ahmedabad,High School,Divorced,Other
37,135123,97,44734,239362,Male,Mumbai,Master,Divorced,Other
67,37223,43,92251,237810,Male,Ahmedabad,Bachelor,Married,Business
53,122305,55,128539,111327,Female,Chennai,Master,Married,Other
49,98183,71,97621,155271,Male,Bangalore,Master,Married,Engineer
45,123552,6,196513,110111,Male,Ahmedabad,Master,Divorced,Other
30,24959,6,46078,5169,Male,Chennai,PhD,Divorced,Other
18,47257,77,28778,52313,Male,Ahmedabad,Bachelor,Divorced,Doctor
52,117520,48,152996,65131,Male,Delhi,Bachelor,Married,Doctor
65,70802,77,46832,216084,Male,Mumbai,Bachelor,Single,Teacher
47,107748,2,109540,112127,Female,Bangalore,Master,Single,Engineer
53,144125,83,67243,177836,Female,Chennai,PhD,Married,Other
42,136949,51,157120,166971,Male,Bangalore,High School,Married,Engineer
33,143795,61,33815,223007,Female,Mumbai,PhD,Divorced,Engineer
36,47215,19,35682,201562,Male,Ahmedabad,High School,Divorced,Doctor
18,75046,2,18489,159353,Male,Ahmedabad,Master,Divorced,Other
22,140966,51,118868,117339,Male,Bangalore,PhD,Single,Teacher
68,122193,26,191306,73570,Female,Ahmedabad,PhD,Single,Business
39,141585,70,114694,124168,Female,Ahmedabad,High School,Married,Teacher
41,114593,20,58701,77666,Female,Ahmedabad,High School,Married,Doctor
60,54094,23,149023,107173,Male,Delhi,Master,Divorced,Teacher
62,58669,54,182090,267935,Female,Chennai,PhD,Single,Doctor
69,56126,15,143524,279477,Female,Chennai,PhD,Single,Doctor
54,119889,6,29635,245119,Male,Mumbai,PhD,Married,Engineer
53,99036,92,100332,172681,Female,Ahmedabad,Bachelor,Single,Other
53,129864,35,160005,176362,Female,Bangalore,High School,Divorced,Business
21,140333,75,166653,140997,Female,Ahmedabad,PhD,Single,Doctor
53,36772,8,170353,59226,Female,Mumbai,Bachelor,Divorced,Doctor
69,68586,57,119214,82632,Male,Ahmedabad,PhD,Divorced,Engineer
35,71943,50,153259,7094,Male,Delhi,High School,Divorced,Business
67,88868,49,23953,54021,Male,Mumbai,PhD,Divorced,Doctor
33,69855,88,165890,207858,Male,Chennai,PhD,Single,Other
58,149948,21,156774,20362,Male,Chennai,Master,Single,Other
35,42218,36,7278,177647,Male,Delhi,Master,Divorced,Engineer
39,121124,71,176638,279329,Female,Chennai,PhD,Married,Doctor
19,101008,69,60722,175843,Male,Delhi,Bachelor,Married,Business
38,77205,58,19036,171141,Male,Chennai,Bachelor,Divorced,Engineer
53,24959,63,114031,145836,Female,Chennai,Bachelor,Divorced,Engineer
61,102979,93,156655,245596,Female,Ahmedabad,PhD,Married,Teacher
56,65134,16,71244,163185,Male,Mumbai,Bachelor,Single,Engineer
64,45874,6,141548,284032,Female,Chennai,Master,Single,Teacher
56,21301,78,71854,281892,Female,Mumbai,PhD,Married,Teacher
46,78017,52,95805,254482,Male,Mumbai,Master,Divorced,Doctor
43,63319,2,170699,254443,Female,Chennai,Master,Divorced,Other
38,109616,89,177513,120091,Female,Mumbai,Bachelor,Single,Business
34,106219,95,122303,287859,Male,Delhi,Master,Single,Engineer
33,115192,77,156826,7906,Male,Bangalore,Master,Divorced,Doctor
48,42455,18,196823,98125,Female,Delhi,High School,Single,Business
68,24112,81,20979,278952,Female,Chennai,High School,Married,Engineer
26,77033,92,71446,157184,Male,Delhi,High School,Married,Other
48,131067,76,193233,225701,Male,Bangalore,Bachelor,Single,Other
31,130078,35,37022,69945,Female,Delhi,Bachelor,Divorced,Teacher
66,78360,86,195329,72105,Female,Mumbai,Master,Married,Teacher
54,143089,39,5453,241106,Male,Chennai,Master,Single,Business
19,102418,1,52575,293563,Male,Mumbai,Bachelor,Single,Engineer
69,52145,37,58260,16156,Male,Mumbai,PhD,Divorced,Teacher
65,126924,21,92862,10062,Female,Chennai,PhD,Single,Doctor
63,52735,1,172777,189889,Male,Chennai,PhD,Married,Teacher
31,92781,4,187905,39940,Male,Ahmedabad,High School,Single,Business
50,130135,96,55029,27463,Male,Bangalore,Master,Divorced,Doctor
52,146031,58,136249,76813,Female,Mumbai,PhD,Single,Other
56,148305,1,69965,39017,Female,Mumbai,High School,Married,Doctor
64,87641,13,33952,256824,Female,Chennai,Master,Married,Business
68,128049,46,121825,166316,Male,Chennai,PhD,Single,Other
37,41711,47,128005,269841,Male,Delhi,PhD,Divorced,Engineer
19,25630,81,183156,237129,Male,Mumbai,High School,Married,Business
68,85488,76,130959,115930,Male,Mumbai,PhD,Divorced,Teacher
58,23206,7,72710,59086,Female,Chennai,Master,Divorced,Business
36,148843,51,22796,93385,Female,Mumbai,PhD,Married,Business
54,76289,3,182420,41652,Male,Bangalore,High School,Single,Business
35,38953,50,78413,143326,Male,Ahmedabad,PhD,Divorced,Other
33,120932,26,185405,205899,Male,Chennai,High School,Single,Business
21,30068,31,18722,66631,Male,Chennai,Bachelor,Divorced,Engineer
29,147874,62,113761,214648,Male,Mumbai,PhD,Married,Business
46,98930,26,80098,109084,Female,Ahmedabad,Master,Divorced,Teacher
24,75916,67,73082,124771,Male,Ahmedabad,PhD,Single,Doctor
31,21067,55,26258,64019,Female,Chennai,High School,Single,Other
29,70658,28,12706,156539,Female,Chennai,Bachelor,Divorced,Teacher
52,72165,44,29943,5372,Male,Chennai,Master,Divorced,Engineer
22,100781,81,65324,238865,Female,Bangalore,PhD,Divorced,Business
34,29859,38,23315,215809,Female,Mumbai,Bachelor,Married,Other
59,49164,30,11352,207459,Male,Bangalore,High School,Single,Other
49,124946,66,35497,76564,Male,Chennai,Master,Divorced,Other
27,100913,8,76145,128297,Male,Ahmedabad,High School,Single,Teacher
60,147580,14,177046,133058,Male,Mumbai,PhD,Single,Doctor
34,122370,99,99322,68615,Female,Mumbai,High School,Single,Doctor
22,119251,62,121659,251576,Male,Chennai,Bachelor,Single,Engineer
